Symbol,Average Return,Average Volatility,Sharpe Ratio,Price,Forward PE,Dividend Yield,Beta,Target Price
FSLR,0.2916464792615846,0.5011246120142536,0.5196680287176509,168.19,51.434254,0.0,1.26787,140.07
FE,0.07155751387553809,0.25674821141221077,0.1570779155947033,0.0,15.200001,0.0429,0.454679,41.6
FIS,0.12098493903487909,0.2723233876005818,0.3295967336168945,75.39,10.243206,0.0229,0.847089,109.0
FISV,0.19774763246762395,0.2462642997646028,0.6761824293352938,106.6,16.60436,0.0,0.874355,123.12
FLT,0.17909544556430662,0.3155753454257351,0.4685645051598769,218.2,14.924761,0.0,1.236919,242.64
FMC,0.14432684107515922,0.30106174009483566,0.37566646975896983,127.39,15.844527,0.0179,0.79882,132.94
F,0.0928417844740432,0.33911006683505973,0.18169246656358273,13.23,7.828402,0.0468,1.378776,14.91
FTNT,0.3176456490965186,0.3845834808360028,0.744747560346762,53.0,12.183908,0.0,1.141488,70.45
FTV,0.1219863681807849,0.2741521323775248,0.33105096575198306,69.08,24.238598,0.0045,1.0,75.07
FOXA,0.051751492643824164,0.3660130559467564,0.05607300700379902,34.6,13.007518,0.0168,0.890279,38.87
FOX,0.021931220857138722,0.35398705893373356,-0.026263161046351843,32.3,13.744681,0.0179,0.890279,51.5
BEN,0.045388901226055045,0.3113654806578437,0.045479868872736286,33.27,10.143293,0.0498,1.257921,21.55
FCX,0.1794178270503248,0.5377856954801263,0.27555546438211515,43.16,13.078788,0.018,1.945836,36.38
GRMN,0.17006821239012143,0.2719415459764569,0.5105515300994191,101.54,17.094276,0.0344,1.0,0.0
IT,0.22813265888694975,0.2853560762761832,0.6900312811356955,341.95,60.629436,0.0,1.347826,325.01
GEHC,1.3417152120121159,0.4552099286735142,2.8788633319942023,70.55,0.0,0.0,1.0,0.0
GEN,0.059430949489126805,0.3434582253990511,0.08211452633611878,21.3,0.0,0.0,1.0,0.53
GNRC,0.21312321859867545,0.413445046076637,0.439950073971183,122.44,11.060525,0.0,1.375829,192.9
GD,0.17156043409391405,0.22262104886971926,0.630364445824701,231.54,18.85505,0.020499999,0.848563,266.61
GE,0.010532268575152213,0.33656177509267443,-0.061491746688669205,81.96,157.61539,0.0044,1.138909,83.83
GIS,0.110167998654194,0.2041786777092322,0.38662195066407173,75.48,20.345015,0.0276,0.308769,77.65
GM,0.12244942428873845,0.343345898611914,0.26568362885151786,41.13,6.4976306,0.0097,1.0,48.32
GPC,0.14640594818263197,0.2493662969494512,0.4618824179425488,168.29,26.172628,0.0209,0.955784,157.22
GILD,0.13198543820273248,0.2733232821016272,0.36863818344984234,84.5,12.7259035,0.042,0.333087,72.07
GL,0.15500921429691986,0.24277075365594247,0.509868558871404,120.16,15.78975,0.0073,1.0,119.11
GPN,0.20215204311062446,0.313205374243957,0.5457250008208709,113.06,12.262472,0.0083,1.040899,157.54
GS,0.14379461883741784,0.2801095365953994,0.4018662849232919,369.95,10.429941,0.0298,1.355932,383.86
HAL,0.1149990782305334,0.4487191143651667,0.18668925738724135,38.57,27.35461,0.013200001,2.103537,43.76
HIG,0.17407896077819063,0.2934066138840648,0.48687014547121354,74.77,11.209894,0.0222,0.878039,82.71
HAS,0.11940475365084108,0.30825889087830155,0.286047592675641,61.73,12.0097275,0.0424,0.806927,89.25
HCA,0.2524999812784311,0.3296473480364998,0.6712383478956161,258.08,16.990124,0.0104,1.685703,240.64
PEAK,0.0436988139254547,0.2836823409423111,0.04396034624429061,27.63,74.675674,0.052199997,0.82277,30.33
HSIC,0.12283698819274791,0.2495066833100036,0.36716029800567335,86.76,20.70525,0.0,0.757921,81.55
HSY,0.15143100329828255,0.21131170554714063,0.5688419531365108,236.28,32.500687,0.0178,0.344141,236.85
HES,0.18301559198110415,0.43458992181255474,0.3492661572863915,137.57,51.71805,0.0106,1.542372,144.41
HPE,0.1592982876276222,0.35400758571242846,0.3617726082779985,16.33,8.505208,0.0341,1.172439,16.26
HLT,0.18181896219166843,0.2981555545647244,0.5050750183650794,146.82,37.840206,0.0046,1.206337,145.41
HOLX,0.17257626971104187,0.27542313725355827,0.5132039055479749,84.68,20.114014,0.0,1.023949,76.27
HD,0.2093339112805535,0.23831353793720145,0.7473594359261571,331.5,23.952312,0.026199998,0.960206,351.03
HON,0.1558524082138134,0.22555236228673092,0.5525296519002814,202.69,22.322687,0.021,1.087693,204.25
HRL,0.1340571235425141,0.21076989536915552,0.48787367554637256,45.24,24.063831,0.0227,0.171702,46.22
HST,0.09849363639112763,0.33406054190818046,0.20135750248341622,19.07,953.5,0.026500002,1.221444,21.56
HWM,0.2165130401206651,0.43868480279013206,0.4223647569917441,39.86,28.47143,0.0046,1.4042,41.54
HPQ,0.2266970365652706,0.34747044532127264,0.5625485539937054,30.51,9.0,0.0367,0.990051,30.24
HUM,0.22866253623817148,0.29880628200530984,0.6607441279980293,476.57,19.372765,0.0058,0.732129,554.86
HBAN,0.15761616169875775,0.3212009289826567,0.3934861648900844,15.45,11.115108,0.0416,1.126381,15.53
HII,0.2098215755744766,0.27143679421206995,0.6579562512836931,216.97,14.871144,0.0188,0.619012,252.91
IBM,0.0322950468862249,0.23535754067813558,0.0045335572801735,136.94,11.364315,0.048899997,0.83235,139.96
IEX,0.19309034966591146,0.22420128822904034,0.7219508458234896,229.84,33.406975,0.0109,0.98784,228.8
IDXX,0.2787163614026521,0.30061506319391124,0.8232731879066565,482.41,54.75709,0.0,1.140383,479.63
ITW,0.1848697786838649,0.22974054018415843,0.66876198065203,246.73,26.702381,0.0252,1.097273,198.94
ILMN,0.2242460437459244,0.4026262486497141,0.47939746700322755,214.26,29.758333,0.0,1.123065,253.47
INCY,0.2380335832729832,0.4163345615240293,0.4967292230597275,83.61,18.621382,0.0,0.662122,85.94
IR,0.2830993510596205,0.368140639849234,0.6841714383082793,57.11,27.723303,0.0016,1.446941,53.23
INTC,0.10855142957586862,0.30933361226873496,0.24996762884743925,0.0,6.6056643,0.0533,0.706705,34.27
ICE,0.1689889247940796,0.23026104709223472,0.5982813269526107,107.66,20.428843,0.0162,0.908621,126.43
IP,0.08278132812855278,0.2879240558606487,0.17905168771054011,41.36,8.0,0.0557,0.969786,35.59
IPG,0.19139773534573568,0.30092355132699833,0.5322604184524181,39.11,16.713676,0.0385,1.033898,32.9
IFF,0.10006644802675342,0.2634794348690352,0.26126672112656674,113.33,17.197268,0.033800002,1.068533,163.99
INTU,0.24447795752254753,0.30080242913995814,0.7089368198854745,423.76,43.240818,0.0074,1.182756,520.48
ISRG,0.1919293475412985,0.3247566748488003,0.4948360418515732,254.68,16.118986,0.0,1.285187,254.84
IVZ,0.07689538552591216,0.36961744790287554,0.12355300268095669,20.04,6.7702703,0.0498,1.297715,0.0
INVH,0.14037567355016292,0.27609051900969733,0.39533278414420825,33.42,87.947365,0.028299998,0.899778,42.0
IQV,0.21704193204322572,0.28018866743716797,0.6631741881232741,237.18,24.079185,0.0,1.0,257.53
IRM,0.15656321413508306,0.2906223026775741,0.43126481686401813,55.53,38.83217,0.0502,0.837877,55.43
JBHT,0.14813253895638576,0.25965601322395965,0.4502283521595664,197.89,25.969816,0.0094,1.125644,190.43
JKHY,0.17490913144745962,0.21234796340265627,0.6766304190107552,180.7,40.425056,0.0101,0.646278,195.0
J,0.1371238648085087,0.27333449462172676,0.3874221033127205,125.55,15.273723,0.0081,0.889462,153.67
JNJ,0.11931854993528561,0.17741632025171222,0.4965186394130258,164.61,15.827886,0.026199998,0.558953,183.8
JCI,0.14557296203868736,0.254698704717478,0.44894190636455533,65.72,21.064104,0.024600001,1.164333,0.0
JPM,0.1678721669726483,0.2683980796900306,0.5091099278214546,141.09,11.796823,0.0321,1.06927,137.46
JNPR,0.09066568548181032,0.2847073198581356,0.2087675354366976,30.73,16.259258,0.027999999,0.873249,33.78
K,0.06485481774603918,0.20588740765274996,0.1633260534734322,67.61,16.252405,0.032,0.435887,73.94
KDP,0.20294024567224167,0.22613064681529696,0.7593495534387076,35.15,20.085714,0.021,0.568672,41.03
KEY,0.16495401632003243,0.3525851978275752,0.3792728031401609,20.02,10.214286,0.044099998,1.284819,20.57
KEYS,0.27099388705106797,0.30550532618201387,0.784817240515082,181.4,28.657187,0.0,1.0549,195.38
KMB,0.09036431765280495,0.1983714355467327,0.2981088355567892,131.26,16.552332,0.038599998,0.386882,125.96
KIM,0.10635143974371578,0.32958567498480446,0.22793284250882423,22.53,40.232143,0.0429,1.383935,23.3
KMI,0.021138312320270684,0.31449818436839294,-0.03208199021635796,18.28,19.869566,0.0626,0.916728,19.88
KLAC,0.30664639517899134,0.36266890743858377,0.7594209195652989,408.27,24.157988,0.017,1.0,361.65
KHC,-0.006023595143730725,0.2880996798459896,-0.1293012028263421,39.38,14.804511,0.0432,0.730655,42.18
KR,0.17624371889821777,0.28189843978411394,0.5144252625698645,44.42,15.370241,0.0228,0.506632,53.46
LHX,0.20195690886128745,0.25133950006193473,0.6792759149476181,210.95,15.956883,0.0179,0.701915,0.0
LH,0.13510732494897174,0.2596010856285519,0.40014965539615177,249.34,15.574016,0.0125,1.066322,292.92
LRCX,0.34128428294883967,0.3937268497553971,0.7874907264953416,529.25,16.3248,0.0179,1.383566,432.3
LW,0.2552108234427877,0.3296128777224306,0.6795328659372509,98.12,31.754047,0.0115,0.511422,92.57
LVS,0.11253405244358028,0.3835244336394334,0.21199695591175682,58.08,23.901236,0.0,1.167649,47.71
LDOS,0.21830784546189522,0.2816166778016925,0.6643065564440482,98.06,13.7146845,0.0148,0.757184,116.17
LEN,0.168211784169011,0.3662621813819012,0.37400460964310805,104.81,9.275221,0.0189,1.449889,95.0
LNC,0.1390743705360067,0.4409206789756122,0.24459349648178322,35.27,3.2687674,0.0344,1.776713,57.0
LIN,0.1511645664870076,0.2241867586895977,0.5349848813275735,323.6,31.326235,0.0162,0.86588,329.04
