Ticker,Average Return,Volatility,Sharpe Ratio
APD,-0.08066308457773708,0.28090786036727805,-0.4473462736622485
AAPL,-0.15369313450883332,0.4439371177741869,-0.4475704476008708
MCO,-0.10835036328145364,0.34101877088940674,-0.44968305668776676
AEE,-0.054749380060838126,0.22082674505928304,-0.45170878207736775
EW,-0.11693939533396679,0.3569902643751376,-0.4536241222640047
AQN,-0.07905051533913338,0.27291461223136154,-0.4545396610496267
MSCI,-0.12499110431939459,0.37254987628213115,-0.4562908623559996
ABT,-0.06846075480071258,0.2465194003039017,-0.4602508145843352
COST,-0.08540377964400325,0.2802877452140228,-0.4652496652839003
RE,-0.08802297887664837,0.2846103569707058,-0.4673862901283669
ELV,-0.10254084479192917,0.31564159518486856,-0.4674315649226008
GD,-0.07384886880674602,0.25384538448548827,-0.4681939324901939
TJX,-0.09834571045462154,0.30567373561724115,-0.46895003970546
ODFL,-0.15271944168428908,0.4212637675319476,-0.4693483202760715
CME,-0.1181746605439797,0.3462095787215389,-0.4713175792147083
TRI,-0.06781192628984119,0.23869821711685907,-0.47261319188912104
TD,-0.07435070222648717,0.2518593698072679,-0.4738783485316378
BRK-B,-0.061652528303529894,0.22303169998376587,-0.47819448226997757
GWW,-0.09274346417304043,0.28737221186908557,-0.4793207501767444
BNS,-0.07907356996713126,0.2583758241995732,-0.4802058023481912
UNP,-0.09166915080122408,0.28452703499950127,-0.4803380135791442
ECL,-0.07659500445106873,0.25281671295434727,-0.4809611003566284
BMO,-0.0784983642171428,0.2561240918133898,-0.4821817555028085
STZ,-0.10387360690166134,0.30837703328545857,-0.48276489761756014
TRP,-0.07292674592181185,0.24380365126903275,-0.4836955693976949
CMG,-0.1454110409106582,0.39341981872982623,-0.4839894480288484
BLK,-0.12249288658437663,0.34393673005788233,-0.4869874949273043
EXR,-0.11715100503702945,0.3321173916350554,-0.48823400737534345
MDLZ,-0.06071323709830722,0.2160334190646041,-0.48933742545959524
SYK,-0.09166749423551315,0.2791718382852613,-0.4895461342911837
ANSS,-0.1396907911552388,0.37630086769321236,-0.49080617934107995
HSIC,-0.10137712539652466,0.2976372293006913,-0.4917970972261858
CPRT,-0.12929798002017268,0.35411088650004147,-0.4922129950392029
CM,-0.0878819676543918,0.26948072484111807,-0.4931037933519627
ROP,-0.10417265932022655,0.3017928896259182,-0.49428818387713097
LNT,-0.07028873023041689,0.23285839168163167,-0.4951023211911632
JNJ,-0.052366535178461585,0.1951249716856873,-0.4989957683904359
PSA,-0.10025453177760674,0.2904400106352939,-0.5001188763899446
YUM,-0.09883433352302434,0.2871868748541202,-0.5008388130414616
IEX,-0.09817055713086334,0.28568573644505474,-0.5011470257927946
ACN,-0.10723116786084735,0.3014681607187018,-0.5049659887728355
SRE,-0.0836624629224132,0.2544896929249012,-0.5055704277987435
PGR,-0.10192050002186098,0.28752611200527284,-0.5109814165997092
DPZ,-0.14010457684622815,0.35947460388059016,-0.5149308876009387
GPC,-0.07975892576402178,0.24018814179709996,-0.5194216701564411
ANET,-0.1843757844511647,0.44140197888633836,-0.5196528231021575
HCA,-0.13760922416145716,0.35128173716527267,-0.5198369423786535
BDX,-0.08263675217874401,0.24264397012053213,-0.526024826066525
ENB,-0.09122548377250675,0.25851680702012114,-0.5269502023591988
NVR,-0.1430725030242815,0.3564379653464076,-0.5276444186900839
RCI-B.TRT,-0.07921175163707647,0.23540155250078687,-0.527659016338311
BALL,-0.10144574198319704,0.2775034544151296,-0.5277258342309585
XYL,-0.09812914242741898,0.2700995839591232,-0.5299124875700664
SJM,-0.08243793808928844,0.24028191528549425,-0.5303684130279689
HRL,-0.07626945909458767,0.2284265650058893,-0.5308903502158827
DTE,-0.07358550383475487,0.2233657465377601,-0.530902815999623
ORLY,-0.13304583030527725,0.33508358294210105,-0.5313475185564126
MTD,-0.11676315530979377,0.3037229985305867,-0.5326009426102227
MCD,-0.07950196690708682,0.23361337984326322,-0.5329402236747662
TSCO,-0.15623232778735496,0.3695635689229745,-0.544513433436661
POOL,-0.1381972569073532,0.3362336575158248,-0.5448510368083275
FLT,-0.1246852507625312,0.3103612888305601,-0.5467345860107247
CBOE,-0.09445395457852065,0.25472831469168955,-0.5474615366073802
ATO,-0.08084971977316589,0.2263104192189794,-0.5560933526944374
MNST,-0.2059072311992505,0.4488055233977167,-0.5590555777917751
FTNT,-0.18886722262120972,0.41600856532702685,-0.562169248696515
PAYC,-0.21375270057020082,0.4594251970916568,-0.5632096415438417
BF-B,-0.08592392599732841,0.2324554474892234,-0.563221586809223
RY,-0.09328777107326719,0.24543735785837234,-0.5634340765396645
IQV,-0.11524531195359992,0.28246493802555245,-0.5673104530202037
ATD.TRT,-0.12980176018691764,0.3070280164456368,-0.5693348841924609
WM,-0.09674195343354403,0.24894196453884004,-0.5693775000776511
SHW,-0.12055711452100672,0.2899966065095495,-0.5708932822134765
ED,-0.06770166802609917,0.1971932191354619,-0.5715291251910581
ROL,-0.1274784056107111,0.3008810414853161,-0.5732445113831759
GIS,-0.06859722670863251,0.19785468531146033,-0.5741447392555258
BR,-0.11030176923307133,0.2692801213184898,-0.5767294238901092
NOW,-0.19606849740788118,0.41778288462883767,-0.577018605302725
TMO,-0.12165437899802986,0.2883031790047525,-0.5780525194808299
RSG,-0.10413916319408618,0.25686981913595386,-0.5806021263835246
IDXX,-0.1492765116392467,0.33348279493277,-0.5825683201390127
CCL-B.TRT,-0.1273146414415306,0.29537694284062327,-0.5833720119938627
HII,-0.11491506423310224,0.2728967892677402,-0.5859910065713851
CHTR,-0.12571179624938988,0.29065093284521737,-0.5873430185765148
DHR,-0.1066885091089289,0.2568973255473148,-0.5904635588780827
ABC,-0.13195017859332628,0.2994099032811042,-0.5909964121233315
WCN,-0.1289824843381751,0.29274915632437665,-0.5943056728928579
PEP,-0.0761086773228498,0.20272100013925037,-0.5974155476722168
NOC,-0.1098595497287003,0.25750719321106913,-0.6013795102095174
UNH,-0.1427321127057256,0.31212425790086973,-0.6014659481075934
FTS,-0.08250704939484604,0.21135367075157277,-0.6032876029142598
GOOG,-0.12460605462894414,0.2805848613198195,-0.6044732913641473
CAR-UN.TRT,-0.08852692532700916,0.22054238587126251,-0.6054479042634144
LW,-0.15638038958904024,0.3298617490794762,-0.6104993687537869
HSY,-0.09411309299948084,0.22732372327494443,-0.6119602960718084
WRB,-0.12064592143436183,0.2676572132967367,-0.6188733693895235
AME,-0.13259180996010841,0.2852626290422415,-0.6225554695207228
MO,-0.11460124768667866,0.2514789490724661,-0.6346505275107063
KDP,-0.11541602062138748,0.25162327568098736,-0.6375245699637337
V,-0.14508607974066312,0.29811574605132624,-0.6376250911212727
BRO,-0.12170761172819246,0.26048063516222714,-0.6400000200566429
MKC,-0.09782668436355896,0.22192482541811756,-0.6435813753349418
GIB-A.TRT,-0.12389629262759083,0.2594830289570364,-0.6508953333343261
ACGL,-0.1293544965569975,0.2672230505012778,-0.6524680271029379
NEE,-0.10962799140007407,0.2354892285478925,-0.6566244764296157
LMT,-0.12420625589822758,0.2567140409447511,-0.6591234950590156
KEYS,-0.15629349294828432,0.3052993171428527,-0.659331618662275
CNR.TRT,-0.10752289515794637,0.23098816578476608,-0.6603061011362229
ABBV,-0.13567237465267779,0.27350000177394934,-0.6605936873156052
CHD,-0.11382506401005635,0.23984139744241872,-0.6622087166924017
LIN,-0.13877363634996803,0.2756096058318582,-0.6667896635724782
SO,-0.10091783958211,0.218236441113768,-0.6686227049773146
GOOGL,-0.16117326803603604,0.3056556770270921,-0.6745278544843177
IFC.TRT,-0.10633631133282605,0.2219150030264848,-0.6819561961512111
AZO,-0.1518589967810548,0.2849508717631283,-0.6908524110243754
DG,-0.13545055027084774,0.26015296401903754,-0.6936324979085868
WEC,-0.0983662041917008,0.20632867090132592,-0.6948438312786103
TDG,-0.19519717953807336,0.3393689510123157,-0.7077759436200061
ZTS,-0.13677834511412937,0.25574777577556473,-0.7107719492882381
OTIS,-0.15844330758533726,0.2859498180024159,-0.7114650710622883
FSV,-0.17013814395522336,0.29413528670554573,-0.7314258223311874
AWK,-0.12610840447508903,0.23312021986516748,-0.7339921203491272
MA,-0.20651177916750263,0.33753324220754993,-0.7451466928784676
EMA.TRT,-0.08916029218676079,0.17285472044497815,-0.7761447985996177
VRSK,-0.12936423742004646,0.22449806784955909,-0.7766848021912226
MRU.TRT,-0.11540489293655788,0.2037866932332006,-0.7871215259035617
CEG,-0.2783839343054672,0.40852979953294627,-0.7915797933839281
AVGO,-0.24296706928899642,0.35470411930994367,-0.8118514942798513
CDW,-0.19584723032602658,0.28888032178055517,-0.8337266756057672
CARR,-0.3133398601897306,0.40685809246661625,-0.8807490051808009
CSU.TRT,-0.28805189202887826,0.2559588826680873,-1.3011929437930885
GEHC,-0.6014881157687453,0.3471990088521957,-1.8620102571892954
